232032414,9257943,ENTERPRISE     ,MINC5,30,5,30,12,5,4,8,6,11,0,NEWLYN/FISHGROUND   ,1,2023-10-12 05:50:14.207753+00:00
250004253,9547855,DSG TITAN ESCORT TUG,EISD6  ,90,5.8,15,15,5,5,12,13,10,30,CORK                ,1,2023-10-12 05:50:19.629884+00:00
232001270,7527796,SCILLONIAN III,GWOS,69,3.2,24,44,9,3,10,11,19,0,PZ/SC/PZ,1,2023-10-12 05:50:25.315655+00:00
253751000,9435480,CONNECTOR           ,LXEV   ,95,8.4,44,113,16,16,10,9,11,0,MILFORD HAVEN       ,1,2023-10-12 05:50:34.193465+00:00
235021774,0,ILENE               ,MZWK   ,30,0,15,5,3,2,0,0,0,0,,1,2023-10-12 05:50:34.951875+00:00
311307000,9195169,NORWEGIAN DAWN,C6FT7,69,8.5,40,255,16,16,10,12,5,0,"CORK, IRELAND",1,2023-10-12 05:50:42.870637+00:00
235101000,0,BRITANNIA V  CH8  16,GHLL,30,0,11,4,3,3,0,0,0,0,NEWLYN,1,2023-10-12 05:50:58.838972+00:00
255775000,9354454,JSP ANNA,CQLQ,74,7.2,10,124,11,13,10,12,5,0,IEDUB,1,2023-10-12 05:51:07.729822+00:00
538008893,9346744,P. KIKUMA           ,V7A2880,81,12.5,208,40,26,18,10,4,11,0,IEWHI               ,1,2023-10-12 05:51:13.544477+00:00
255806016,9354466,HELMUT,CQIN7,79,8,14,120,11,11,10,12,12,0,IEDUB,1,2023-10-12 05:51:14.877834+00:00
232026880,0,PATRICIA MATHESON   ,MHAI5  ,52,2.4,11,8,2,6,9,27,12,30,KYLE                ,1,2023-10-12 05:51:20.959153+00:00
235004756,0,HERITAGE            ,ZNOP4  ,30,3.2,16,5,3,2,8,23,2,0,FISHING'GROUND      ,1,2023-10-12 05:51:26.985802+00:00
232003288,9158953,CLANSMAN,MXXG8,69,3.2,14,85,8,8,10,11,21,25,GB OBA,1,2023-10-12 05:51:29.892729+00:00
636020157,9231157,ZEBRA               ,D5XY3  ,71,10.1,169,41,7,23,10,13,0,30,SOUTHAMPTON         ,1,2023-10-12 05:51:37.001490+00:00
234781000,879201300,ILLUSTRIS B119      ,GFBV   ,30,3.2,0,0,0,0,0,0,24,60,PVOGIE              ,1,2023-10-12 05:51:40.226156+00:00
211156800,9416563,FAIRPLAY-30         ,DFPR2  ,52,6.5,9,30,8,5,10,14,7,0,GB HLY              ,1,2023-10-12 05:51:44.736400+00:00
232005850,0,FV BILLYROWNEY PZ532,MGMS9  ,30,3.8,9,6,3,3,0,0,24,60,FISHING GROUNDS     ,1,2023-10-12 05:51:52.462999+00:00
244870420,9760378,LADY ARIETTE        ,PDCZ   ,70,4.9,75,13,6,8,10,10,10,0,KINSALE             ,1,2023-10-12 05:51:53.009161+00:00
311001109,8521232,AMBIENCE,C6FH4,69,8.3,45,200,18,17,10,12,8,0,IE COB,1,2023-10-12 05:52:00.549688+00:00
235108007,0,HAVILAH             ,2HZZ8  ,70,3,24,3,5,5,0,0,24,60,INVERTOTE           ,1,2023-10-12 05:52:01.772647+00:00
232032780,0,KALLISTA HELEN      ,MIOR4  ,90,2.6,19,7,9,3,10,8,10,0,DUNSTAFFNAGE        ,1,2023-10-12 05:52:04.969910+00:00
250429000,403605,CARMONA             ,EI6206 ,30,5.2,17,10,4,4,10,9,14,0,FISHING GROUNDS     ,1,2023-10-12 05:52:05.756810+00:00
232004148,0,LADY HEATHER        ,MZFT3  ,60,1.1,10,5,5,0,0,0,24,60,GBGSA               ,15,2023-10-12 05:52:08.866718+00:00
248743000,9823352,LAURELINE           ,9HA4791,90,7,23,194,28,4,10,12,4,0,IEDUB               ,1,2023-10-12 05:52:12.745841+00:00
250108440,9071258,GERRY O SULLIVAN    ,EILC   ,50,5.2,12,18,6,5,0,0,24,60,,1,2023-10-12 05:52:15.347733+00:00
209952000,9214991,ULYSSES,C4HP2,61,6.3,10,194,18,18,10,12,10,30,DUBLIN<>HOLYHEAD,1,2023-10-12 05:52:17.887871+00:00
249107000,9209453,CATHERINE           ,9HA4113,0,6.9,162,20,14,12,10,12,5,0,IEORK               ,1,2023-10-12 05:52:19.329756+00:00
250098000,9112741,DSG ALEX ESCORT TUG ,EIDK   ,52,5.1,11,19,3,9,12,31,23,59,CORK                ,1,2023-10-12 05:52:25.000650+00:00
232002848,8516568,LESLIE ANNE         ,GABX   ,70,1.4,26,4,6,1,10,9,18,30,KISHORN             ,1,2023-10-12 05:52:25.903366+00:00
255802790,9514755,NORDIC HAMBURG,CQPU,71,8.1,142,10,11,11,10,12,6,0,GBBEL,1,2023-10-12 05:52:36.314767+00:00
245934000,9263605,THUN GENIUS         ,PBKM   ,89,6.5,114,1,8,7,10,13,1,0,IE DUB              ,1,2023-10-12 05:52:37.245999+00:00
257715000,9364100,RONJA VIKING        ,LAKA   ,70,5,24,33,5,7,10,2,8,30,CH16                ,1,2023-10-12 05:52:40.843699+00:00
